,precision,recall,f1-score,support
lutjanidae,0.0,0.0,0.0,3.0
manidae,0.3333333333333333,0.16666666666666666,0.2222222222222222,6.0
mantellidae,0.2222222222222222,0.6666666666666666,0.3333333333333333,3.0
meandrinidae,0.5,0.3333333333333333,0.4,3.0
megapodiidae,1.0,1.0,1.0,3.0
merlucciidae,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0
merulinidae,0.2857142857142857,0.3333333333333333,0.3076923076923077,6.0
mesitornithidae,1.0,0.3333333333333333,0.5,3.0
mimidae,0.0,0.0,0.0,3.0
motacillidae,0.3333333333333333,0.6666666666666666,0.4444444444444444,3.0
muscicapidae,0.6,1.0,0.75,3.0
mustelidae,0.25,0.1111111111111111,0.15384615384615385,9.0
myliobatidae,0.21428571428571427,0.3333333333333333,0.2608695652173913,9.0
nesospingidae,0.0,0.0,0.0,3.0
nymphalidae,0.5,0.3333333333333333,0.4,3.0
odontophoridae,1.0,0.6666666666666666,0.8,3.0
otariidae,0.3,0.5,0.375,6.0
otididae,0.0,0.0,0.0,3.0
palinuridae,0.5,0.6666666666666666,0.5714285714285714,3.0
pangasiidae,0.0,0.0,0.0,3.0
papilionidae,1.0,1.0,1.0,3.0
paradisaeidae,1.0,0.6666666666666666,0.8,3.0
pardalotidae,0.0,0.0,0.0,3.0
parulidae,0.5,0.3333333333333333,0.4,3.0
percidae,0.5,0.6666666666666666,0.5714285714285714,3.0
phasianidae,0.25,0.3333333333333333,0.2857142857142857,3.0
phrynosomatidae,0.0,0.0,0.0,3.0
phyllomedusidae,0.3333333333333333,0.6666666666666666,0.4444444444444444,3.0
phyllostomidae,0.0,0.0,0.0,3.0
pisauridae,0.0,0.0,0.0,3.0
pittidae,0.5,1.0,0.6666666666666666,3.0
platystictidae,1.0,0.3333333333333333,0.5,3.0
plethodontidae,0.6666666666666666,0.2222222222222222,0.3333333333333333,27.0
pleuronectidae,0.5,0.6666666666666666,0.5714285714285714,3.0
pocilloporidae,0.6,0.5,0.5454545454545454,6.0
podocnemididae,0.0,0.0,0.0,3.0
polyprionidae,0.08333333333333333,0.3333333333333333,0.13333333333333333,3.0
pontoporiidae,0.0,0.0,0.0,3.0
potoroidae,0.18181818181818182,0.6666666666666666,0.2857142857142857,3.0
pristidae,0.0,0.0,0.0,3.0
procellariidae,0.25,0.1111111111111111,0.15384615384615385,9.0
pseudophasmatidae,0.375,1.0,0.5454545454545454,3.0
psittacidae,1.0,0.16666666666666666,0.2857142857142857,12.0
psittaculidae,0.4444444444444444,0.6666666666666666,0.5333333333333333,6.0
pythonidae,0.3333333333333333,0.5,0.4,6.0
rajidae,0.5,0.2222222222222222,0.3076923076923077,9.0
rallidae,0.17647058823529413,1.0,0.3,3.0
ramphastidae,0.5,0.6666666666666666,0.5714285714285714,3.0
ranidae,0.0,0.0,0.0,9.0
recurvirostridae,0.6,1.0,0.75,3.0
rhacophoridae,0.8,0.6666666666666666,0.7272727272727273,6.0
rhinodermatidae,0.2857142857142857,0.6666666666666666,0.4,3.0
rhyacotritonidae,0.1111111111111111,0.16666666666666666,0.13333333333333333,6.0
salamandridae,0.2,0.07407407407407407,0.10810810810810811,27.0
salmonidae,0.25,0.6666666666666666,0.36363636363636365,3.0
scincidae,0.14285714285714285,0.3333333333333333,0.2,3.0
sciuridae,0.16666666666666666,0.3333333333333333,0.2222222222222222,3.0
scolopacidae,0.375,0.5,0.42857142857142855,6.0
scombridae,0.2857142857142857,0.6666666666666666,0.4,3.0
serranidae,0.36363636363636365,0.4444444444444444,0.4,9.0
siderastreidae,0.4,0.6666666666666666,0.5,3.0
siluridae,0.0,0.0,0.0,3.0
somniosidae,0.06666666666666667,0.3333333333333333,0.1111111111111111,3.0
soricidae,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.0
sparidae,0.25,0.16666666666666666,0.2,6.0
spheniscidae,0.7,0.5833333333333334,0.6363636363636364,12.0
sphyrnidae,0.15,0.3333333333333333,0.20689655172413793,9.0
squalidae,0.2,0.3333333333333333,0.25,3.0
squatinidae,0.1,0.3333333333333333,0.15384615384615385,3.0
stichopodidae,0.5,0.6666666666666666,0.5714285714285714,6.0
strigidae,0.14285714285714285,0.3333333333333333,0.2,3.0
strigopidae,1.0,0.6666666666666666,0.8,3.0
syngnathidae,0.4,0.3333333333333333,0.36363636363636365,6.0
testudinidae,1.0,0.3333333333333333,0.5,6.0
tettigoniidae,0.75,1.0,0.8571428571428571,3.0
theraphosidae,0.42857142857142855,1.0,0.6,3.0
thraupidae,1.0,0.1111111111111111,0.2,9.0
trionychidae,0.14285714285714285,0.3333333333333333,0.2,3.0
triopsidae,0.0,0.0,0.0,3.0
trochilidae,0.6666666666666666,0.8888888888888888,0.7619047619047619,9.0
trogonidae,0.25,0.6666666666666666,0.36363636363636365,3.0
tropiduridae,0.1,0.3333333333333333,0.15384615384615385,3.0
turdidae,0.3333333333333333,0.16666666666666666,0.2222222222222222,6.0
unionidae,1.0,0.8333333333333334,0.9090909090909091,6.0
urolophidae,0.1111111111111111,0.6666666666666666,0.19047619047619047,3.0
ursidae,0.4,0.6666666666666666,0.5,6.0
vangidae,0.16666666666666666,0.3333333333333333,0.2222222222222222,3.0
vespertilionidae,0.0,0.0,0.0,6.0
viperidae,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0
vireonidae,1.0,0.3333333333333333,0.5,3.0
vombatidae,0.2,0.3333333333333333,0.25,3.0
zonitidae,0.42857142857142855,1.0,0.6,3.0
accuracy,0.3694745621351126,0.3694745621351126,0.3694745621351126,0.3694745621351126
macro avg,0.37935854698376537,0.4090387179112,0.35226045340520945,1199.0
weighted avg,0.4471307127515733,0.3694745621351126,0.36137336191682384,1199.0
